date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,winner,month
1934-02-01,haiti,cuba,1,1,fifa world cup qualification,port-au-prince,haiti,False,draw,february
1934-02-04,haiti,cuba,0,6,fifa world cup qualification,port-au-prince,haiti,False,away_team,february
1934-02-25,belgium,republic of ireland,4,4,fifa world cup qualification,dublin,irish free state,True,draw,february
1934-03-04,mexico,cuba,3,2,fifa world cup qualification,mexico city,mexico,False,home_team,march
1934-03-11,luxembourg,germany,1,9,fifa world cup qualification,luxembourg,luxembourg,False,away_team,march
1934-03-11,mexico,cuba,5,0,fifa world cup qualification,mexico city,mexico,False,home_team,march
1934-03-11,spain,portugal,9,0,fifa world cup qualification,madrid,spain,False,home_team,march
1934-03-16,egypt,israel,7,1,fifa world cup qualification,cairo,egypt,False,home_team,march
1934-03-18,mexico,cuba,4,1,fifa world cup qualification,mexico city,mexico,False,home_team,march
1934-03-18,portugal,spain,1,2,fifa world cup qualification,lisbon,portugal,False,away_team,march
1934-03-25,bulgaria,hungary,1,4,fifa world cup qualification,sofia,bulgaria,False,away_team,march
1934-03-25,italy,greece,4,0,fifa world cup qualification,milan,italy,False,home_team,march
1934-04-06,israel,egypt,1,4,fifa world cup qualification,tel aviv,mandatory palestine,False,away_team,april
1934-04-08,netherlands,republic of ireland,5,2,fifa world cup qualification,amsterdam,netherlands,False,home_team,april
1934-04-15,luxembourg,france,1,6,fifa world cup qualification,luxembourg,luxembourg,False,away_team,april
1934-04-25,austria,bulgaria,6,1,fifa world cup qualification,vienna,austria,False,home_team,april
1934-04-29,hungary,bulgaria,4,1,fifa world cup qualification,budapest,hungary,False,home_team,april
1934-04-29,belgium,netherlands,2,4,fifa world cup qualification,antwerp,belgium,False,away_team,april
1934-04-29,romania,yugoslavia,2,1,fifa world cup qualification,bucharest,romania,False,home_team,april
1934-05-24,mexico,united states,2,4,fifa world cup qualification,rome,italy,True,away_team,may
1934-05-27,argentina,sweden,2,3,fifa world cup,bologna,italy,True,away_team,may
1934-05-27,austria,france,3,2,fifa world cup,turin,italy,True,home_team,may
1934-05-27,belgium,germany,2,5,fifa world cup,florence,italy,True,away_team,may
1934-05-27,brazil,spain,1,3,fifa world cup,genoa,italy,True,away_team,may
1934-05-27,czechoslovakia,romania,2,1,fifa world cup,trieste,italy,True,home_team,may
1934-05-27,egypt,hungary,2,4,fifa world cup,naples,italy,True,away_team,may
1934-05-27,italy,united states,7,1,fifa world cup,rome,italy,False,home_team,may
1934-05-27,netherlands,switzerland,2,3,fifa world cup,milan,italy,True,away_team,may
1934-05-31,austria,hungary,2,1,fifa world cup,bologna,italy,True,home_team,may
1934-05-31,czechoslovakia,switzerland,3,2,fifa world cup,turin,italy,True,home_team,may
1934-05-31,germany,sweden,2,1,fifa world cup,milan,italy,True,home_team,may
1934-05-31,italy,spain,1,1,fifa world cup,florence,italy,False,draw,may
1934-06-01,italy,spain,1,0,fifa world cup,florence,italy,False,home_team,june
1934-06-03,czechoslovakia,germany,3,1,fifa world cup,rome,italy,True,home_team,june
1934-06-03,italy,austria,1,0,fifa world cup,milan,italy,False,home_team,june
1934-06-07,austria,germany,2,3,fifa world cup,naples,italy,True,away_team,june
1934-06-10,italy,czechoslovakia,2,1,fifa world cup,rome,italy,False,home_team,june
1937-06-16,sweden,finland,4,0,fifa world cup qualification,solna,sweden,False,home_team,june
1937-06-20,sweden,estonia,7,2,fifa world cup qualification,solna,sweden,False,home_team,june
1937-06-29,finland,germany,0,2,fifa world cup qualification,helsinki,finland,False,away_team,june
1937-07-29,latvia,lithuania,4,2,fifa world cup qualification,riga,latvia,False,home_team,july
1937-08-19,finland,estonia,0,1,fifa world cup qualification,turku,finland,False,away_team,august
1937-08-29,germany,estonia,4,1,fifa world cup qualification,königsberg,germany,False,home_team,august
1937-09-03,lithuania,latvia,1,5,fifa world cup qualification,kaunas,lithuania,False,away_team,september
1937-10-05,austria,latvia,2,1,fifa world cup qualification,vienna,austria,False,home_team,october
1937-10-10,norway,republic of ireland,3,2,fifa world cup qualification,oslo,norway,False,home_team,october
1937-10-10,poland,yugoslavia,4,0,fifa world cup qualification,warsaw,poland,False,home_team,october
1937-11-07,bulgaria,czechoslovakia,1,1,fifa world cup qualification,sofia,bulgaria,False,draw,november
1937-11-07,norway,republic of ireland,3,3,fifa world cup qualification,dublin,irish free state,True,draw,november
1937-11-21,germany,sweden,5,0,fifa world cup qualification,altona,germany,False,home_team,november
1937-11-28,netherlands,luxembourg,4,0,fifa world cup qualification,rotterdam,netherlands,False,home_team,november
1938-01-22,israel,greece,1,3,fifa world cup qualification,tel aviv,mandatory palestine,False,away_team,january
1938-02-20,greece,israel,1,0,fifa world cup qualification,athens,greece,False,home_team,february
1938-03-13,luxembourg,belgium,2,3,fifa world cup qualification,luxembourg,luxembourg,False,away_team,march
1938-03-25,hungary,greece,11,1,fifa world cup qualification,budapest,hungary,False,home_team,march
1938-04-03,belgium,netherlands,1,1,fifa world cup qualification,antwerp,belgium,False,draw,april
1938-04-03,yugoslavia,poland,1,0,fifa world cup qualification,belgrade,yugoslavia,False,home_team,april
1938-04-24,czechoslovakia,bulgaria,6,0,fifa world cup qualification,prague,czechoslovakia,False,home_team,april
1938-05-01,portugal,switzerland,2,1,fifa world cup qualification,milan,italy,True,home_team,may
1938-06-04,germany,switzerland,1,1,fifa world cup,paris,france,True,draw,june
1938-06-05,brazil,poland,6,5,fifa world cup,strasbourg,france,True,home_team,june
1938-06-05,cuba,romania,3,3,fifa world cup,toulouse,france,True,draw,june
1938-06-05,czechoslovakia,netherlands,3,0,fifa world cup,le havre,france,True,home_team,june
1938-06-05,france,belgium,3,1,fifa world cup,colombes,france,False,home_team,june
1938-06-05,hungary,indonesia,6,0,fifa world cup,reims,france,True,home_team,june
1938-06-05,italy,norway,2,1,fifa world cup,marseille,france,True,home_team,june
1938-06-09,cuba,romania,2,1,fifa world cup,toulouse,france,True,home_team,june
1938-06-09,germany,switzerland,2,4,fifa world cup,paris,france,True,away_team,june
1938-06-12,brazil,czechoslovakia,1,1,fifa world cup,bordeaux,france,True,draw,june
1938-06-12,cuba,sweden,0,8,fifa world cup,antibes,france,True,away_team,june
1938-06-12,france,italy,1,3,fifa world cup,colombes,france,False,away_team,june
1938-06-12,hungary,switzerland,2,0,fifa world cup,lille,france,True,home_team,june
1938-06-14,brazil,czechoslovakia,2,1,fifa world cup,bordeaux,france,True,home_team,june
1938-06-16,brazil,italy,1,2,fifa world cup,marseille,france,True,away_team,june
1938-06-16,hungary,sweden,5,1,fifa world cup,paris,france,True,home_team,june
1938-06-19,brazil,sweden,4,2,fifa world cup,bordeaux,france,True,home_team,june
1938-06-19,hungary,italy,2,4,fifa world cup,colombes,france,True,away_team,june
1949-06-02,sweden,republic of ireland,3,1,fifa world cup qualification,solna,sweden,False,home_team,june
1949-06-26,switzerland,luxembourg,5,2,fifa world cup qualification,zürich,switzerland,False,home_team,june
1949-08-21,yugoslavia,israel,6,0,fifa world cup qualification,belgrade,yugoslavia,False,home_team,august
1949-09-08,republic of ireland,finland,3,0,fifa world cup qualification,dublin,éire,False,home_team,september
1949-09-18,israel,yugoslavia,2,5,fifa world cup qualification,tel aviv,israel,False,away_team,september
1949-09-18,luxembourg,switzerland,2,3,fifa world cup qualification,luxembourg,luxembourg,False,away_team,september
1949-09-18,mexico,united states,6,2,fifa world cup qualification,mexico city,mexico,False,home_team,september
1949-09-21,cuba,united states,5,2,fifa world cup qualification,mexico city,mexico,True,home_team,september
1949-09-25,mexico,cuba,3,0,fifa world cup qualification,mexico city,mexico,False,home_team,september
1949-10-01,northern ireland,scotland,2,8,fifa world cup qualification,belfast,northern ireland,False,away_team,october
1949-10-09,finland,republic of ireland,1,1,fifa world cup qualification,helsinki,finland,False,draw,october
1949-10-09,yugoslavia,france,1,1,fifa world cup qualification,belgrade,yugoslavia,False,draw,october
1949-10-15,wales,england,1,4,fifa world cup qualification,cardiff,wales,False,away_team,october
1949-10-30,france,yugoslavia,1,1,fifa world cup qualification,colombes,france,False,draw,october
1949-11-09,scotland,wales,2,0,fifa world cup qualification,glasgow,scotland,False,home_team,november
1949-11-13,republic of ireland,sweden,1,3,fifa world cup qualification,dublin,éire,False,away_team,november
1949-11-16,england,northern ireland,9,2,fifa world cup qualification,manchester,england,False,home_team,november
1949-11-20,turkey,syria,7,0,fifa world cup qualification,ankara,turkey,False,home_team,november
1949-12-11,france,yugoslavia,2,3,fifa world cup qualification,florence,italy,True,away_team,december
1950-03-08,wales,northern ireland,0,0,fifa world cup qualification,cardiff,wales,False,draw,march
1950-04-02,spain,portugal,5,1,fifa world cup qualification,madrid,spain,False,home_team,april
1950-04-09,portugal,spain,2,2,fifa world cup qualification,oeiras,portugal,False,draw,april
1950-04-15,scotland,england,0,1,fifa world cup qualification,glasgow,scotland,False,away_team,april
1950-06-24,brazil,mexico,4,0,fifa world cup,rio de janeiro,brazil,False,home_team,june
1950-06-25,chile,england,0,2,fifa world cup,rio de janeiro,brazil,True,away_team,june
1950-06-25,italy,sweden,2,3,fifa world cup,são paulo,brazil,True,away_team,june
1950-06-25,spain,united states,3,1,fifa world cup,curitiba,brazil,True,home_team,june
1950-06-25,switzerland,yugoslavia,0,3,fifa world cup,belo horizonte,brazil,True,away_team,june
1950-06-28,brazil,switzerland,2,2,fifa world cup,são paulo,brazil,False,draw,june
1950-06-28,mexico,yugoslavia,1,4,fifa world cup,porto alegre,brazil,True,away_team,june
1950-06-29,chile,spain,0,2,fifa world cup,rio de janeiro,brazil,True,away_team,june
1950-06-29,england,united states,0,1,fifa world cup,belo horizonte,brazil,True,away_team,june
1950-06-29,paraguay,sweden,2,2,fifa world cup,curitiba,brazil,True,draw,june
1950-07-01,brazil,yugoslavia,2,0,fifa world cup,rio de janeiro,brazil,False,home_team,july
1950-07-02,bolivia,uruguay,0,8,fifa world cup,belo horizonte,brazil,True,away_team,july
1950-07-02,chile,united states,5,2,fifa world cup,recife,brazil,True,home_team,july
1950-07-02,england,spain,0,1,fifa world cup,rio de janeiro,brazil,True,away_team,july
1950-07-02,italy,paraguay,2,0,fifa world cup,são paulo,brazil,True,home_team,july
1950-07-02,mexico,switzerland,1,2,fifa world cup,porto alegre,brazil,True,away_team,july
1950-07-09,brazil,sweden,7,1,fifa world cup,rio de janeiro,brazil,False,home_team,july
1950-07-09,spain,uruguay,2,2,fifa world cup,são paulo,brazil,True,draw,july
1950-07-13,brazil,spain,6,1,fifa world cup,rio de janeiro,brazil,False,home_team,july
1950-07-13,sweden,uruguay,2,3,fifa world cup,são paulo,brazil,True,away_team,july
1950-07-16,brazil,uruguay,1,2,fifa world cup,rio de janeiro,brazil,False,away_team,july
1950-07-16,spain,sweden,1,3,fifa world cup,são paulo,brazil,True,away_team,july
1953-05-09,yugoslavia,greece,1,0,fifa world cup qualification,belgrade,yugoslavia,False,home_team,may
1953-05-25,finland,belgium,2,4,fifa world cup qualification,helsinki,finland,False,away_team,may
1953-05-28,sweden,belgium,2,3,fifa world cup qualification,solna,sweden,False,away_team,may
1953-06-14,czechoslovakia,romania,2,0,fifa world cup qualification,prague,czechoslovakia,False,home_team,june
1953-06-24,norway,saarland,2,3,fifa world cup qualification,oslo,norway,False,away_team,june
1953-06-28,romania,bulgaria,3,1,fifa world cup qualification,bucharest,romania,False,home_team,june
1953-07-19,mexico,haiti,8,0,fifa world cup qualification,mexico city,mexico,False,home_team,july
1953-08-05,finland,sweden,3,3,fifa world cup qualification,helsinki,finland,False,draw,august
1953-08-16,sweden,finland,4,0,fifa world cup qualification,solna,sweden,False,home_team,august
1953-08-19,norway,germany,1,1,fifa world cup qualification,oslo,norway,False,draw,august
1953-09-06,bulgaria,czechoslovakia,1,2,fifa world cup qualification,sofia,bulgaria,False,away_team,september
1953-09-20,luxembourg,france,1,6,fifa world cup qualification,luxembourg,luxembourg,False,away_team,september
1953-09-23,belgium,finland,2,2,fifa world cup qualification,brussels,belgium,False,draw,september
1953-09-27,austria,portugal,9,1,fifa world cup qualification,vienna,austria,False,home_team,september
1953-10-04,republic of ireland,france,3,5,fifa world cup qualification,dublin,republic of ireland,False,away_team,october
1953-10-08,belgium,sweden,2,0,fifa world cup qualification,brussels,belgium,False,home_team,october
1953-10-11,bulgaria,romania,1,2,fifa world cup qualification,sofia,bulgaria,False,away_team,october
1953-10-11,germany,saarland,3,0,fifa world cup qualification,stuttgart,germany,False,home_team,october
1953-10-25,romania,czechoslovakia,0,1,fifa world cup qualification,bucharest,romania,False,away_team,october
1953-10-28,republic of ireland,luxembourg,4,0,fifa world cup qualification,dublin,republic of ireland,False,home_team,october
1953-11-01,greece,israel,1,0,fifa world cup qualification,athens,greece,False,home_team,november
1953-11-08,czechoslovakia,bulgaria,0,0,fifa world cup qualification,bratislava,czechoslovakia,False,draw,november
1953-11-08,saarland,norway,0,0,fifa world cup qualification,saarbrücken,saarland,False,draw,november
1953-11-08,yugoslavia,israel,1,0,fifa world cup qualification,skopje,yugoslavia,False,home_team,november
1953-11-13,egypt,italy,1,2,fifa world cup qualification,cairo,egypt,False,away_team,november
1953-11-22,germany,norway,5,1,fifa world cup qualification,hamburg,germany,False,home_team,november
1953-11-25,france,republic of ireland,1,0,fifa world cup qualification,paris,france,False,home_team,november
1953-11-29,portugal,austria,0,0,fifa world cup qualification,oeiras,portugal,False,draw,november
1953-12-17,france,luxembourg,8,0,fifa world cup qualification,paris,france,False,home_team,december
1953-12-27,haiti,mexico,0,4,fifa world cup qualification,port-au-prince,haiti,False,away_team,december
1954-01-06,spain,turkey,4,1,fifa world cup qualification,madrid,spain,False,home_team,january
1954-01-10,mexico,united states,4,0,fifa world cup qualification,mexico city,mexico,False,home_team,january
1954-01-14,mexico,united states,3,1,fifa world cup qualification,mexico city,mexico,False,home_team,january
1954-01-24,italy,egypt,5,1,fifa world cup qualification,milan,italy,False,home_team,january
1954-02-14,paraguay,chile,4,0,fifa world cup qualification,asunción,paraguay,False,home_team,february
1954-02-21,chile,paraguay,1,3,fifa world cup qualification,santiago,chile,False,away_team,february
1954-02-28,chile,brazil,0,2,fifa world cup qualification,santiago,chile,False,away_team,february
1954-03-07,japan,south korea,1,5,fifa world cup qualification,tokyo,japan,False,away_team,march
1954-03-07,luxembourg,republic of ireland,0,1,fifa world cup qualification,luxembourg,luxembourg,False,away_team,march
1954-03-07,paraguay,brazil,0,1,fifa world cup qualification,asunción,paraguay,False,away_team,march
1954-03-08,israel,greece,0,2,fifa world cup qualification,ramat gan,israel,False,away_team,march
1954-03-14,brazil,chile,1,0,fifa world cup qualification,rio de janeiro,brazil,False,home_team,march
1954-03-14,japan,south korea,2,2,fifa world cup qualification,tokyo,japan,False,draw,march
1954-03-14,turkey,spain,1,0,fifa world cup qualification,istanbul,turkey,False,home_team,march
1954-03-17,spain,turkey,2,2,fifa world cup qualification,rome,italy,True,draw,march
1954-03-21,israel,yugoslavia,0,1,fifa world cup qualification,ramat gan,israel,False,away_team,march
1954-03-21,brazil,paraguay,4,1,fifa world cup qualification,rio de janeiro,brazil,False,home_team,march
1954-03-28,greece,yugoslavia,0,1,fifa world cup qualification,athens,greece,False,away_team,march
1954-03-28,saarland,germany,1,3,fifa world cup qualification,saarbrücken,saarland,False,away_team,march
1954-04-03,haiti,united states,2,3,fifa world cup qualification,port-au-prince,haiti,False,away_team,april
1954-04-04,haiti,united states,0,3,fifa world cup qualification,port-au-prince,haiti,False,away_team,april
1954-06-16,austria,scotland,1,0,fifa world cup,zürich,switzerland,True,home_team,june
1954-06-16,brazil,mexico,5,0,fifa world cup,geneva,switzerland,True,home_team,june
1954-06-16,czechoslovakia,uruguay,0,2,fifa world cup,bern,switzerland,True,away_team,june
1954-06-16,france,yugoslavia,0,1,fifa world cup,lausanne,switzerland,True,away_team,june
1954-06-17,belgium,england,4,4,fifa world cup,basel,switzerland,True,draw,june
1954-06-17,germany,turkey,4,1,fifa world cup,bern,switzerland,True,home_team,june
1954-06-17,hungary,south korea,9,0,fifa world cup,zürich,switzerland,True,home_team,june
1954-06-17,switzerland,italy,2,1,fifa world cup,lausanne,switzerland,False,home_team,june
1954-06-19,austria,czechoslovakia,5,0,fifa world cup,zürich,switzerland,True,home_team,june
1954-06-19,brazil,yugoslavia,1,1,fifa world cup,lausanne,switzerland,True,draw,june
1954-06-19,france,mexico,3,2,fifa world cup,geneva,switzerland,True,home_team,june
1954-06-19,scotland,uruguay,0,7,fifa world cup,basel,switzerland,True,away_team,june
1954-06-20,belgium,italy,1,4,fifa world cup,lugano,switzerland,True,away_team,june
1954-06-20,germany,hungary,3,8,fifa world cup,basel,switzerland,True,away_team,june
1954-06-20,south korea,turkey,0,7,fifa world cup,geneva,switzerland,True,away_team,june
1954-06-20,switzerland,england,0,2,fifa world cup,bern,switzerland,False,away_team,june
1954-06-23,germany,turkey,7,2,fifa world cup,zürich,switzerland,True,home_team,june
1954-06-23,switzerland,italy,4,1,fifa world cup,basel,switzerland,False,home_team,june
1954-06-26,england,uruguay,2,4,fifa world cup,basel,switzerland,True,away_team,june
1954-06-26,switzerland,austria,5,7,fifa world cup,lausanne,switzerland,False,away_team,june
1954-06-27,brazil,hungary,2,4,fifa world cup,bern,switzerland,True,away_team,june
1954-06-27,germany,yugoslavia,2,0,fifa world cup,geneva,switzerland,True,home_team,june
1954-06-30,austria,germany,1,6,fifa world cup,basel,switzerland,True,away_team,june
1954-06-30,hungary,uruguay,4,2,fifa world cup,lausanne,switzerland,True,home_team,june
1954-07-03,austria,uruguay,3,1,fifa world cup,zürich,switzerland,True,home_team,july
1954-07-04,germany,hungary,3,2,fifa world cup,bern,switzerland,True,home_team,july
1956-09-30,austria,luxembourg,7,0,fifa world cup qualification,vienna,austria,False,home_team,september
1956-10-03,republic of ireland,denmark,2,1,fifa world cup qualification,dublin,republic of ireland,False,home_team,october
1956-11-11,france,belgium,6,3,fifa world cup qualification,colombes,france,False,home_team,november
1956-12-05,england,denmark,5,2,fifa world cup qualification,wolverhampton,england,False,home_team,december
1957-01-16,portugal,northern ireland,1,1,fifa world cup qualification,lisbon,portugal,False,draw,january
1957-02-10,guatemala,costa rica,2,6,fifa world cup qualification,guatemala city,guatemala,False,away_team,february
1957-02-17,costa rica,guatemala,3,1,fifa world cup qualification,san josé,costa rica,False,home_team,february
1957-03-03,costa rica,curaçao,4,0,fifa world cup qualification,san josé,costa rica,False,home_team,march
1957-03-08,sudan,syria,1,0,fifa world cup qualification,khartoum,sudan,False,home_team,march
1957-03-10,spain,switzerland,2,2,fifa world cup qualification,madrid,spain,False,draw,march
1957-03-14,guatemala,curaçao,1,3,fifa world cup qualification,guatemala city,guatemala,False,away_team,march
1957-03-20,netherlands,luxembourg,4,1,fifa world cup qualification,rotterdam,netherlands,False,home_team,march
1957-04-07,mexico,united states,6,0,fifa world cup qualification,mexico city,mexico,False,home_team,april
1957-04-13,peru,brazil,1,1,fifa world cup qualification,lima,peru,False,draw,april
1957-04-21,brazil,peru,1,0,fifa world cup qualification,rio de janeiro,brazil,False,home_team,april
1957-04-25,italy,northern ireland,1,0,fifa world cup qualification,rome,italy,False,home_team,april
1957-04-28,united states,mexico,2,7,fifa world cup qualification,long beach,united states,False,away_team,april
1957-05-01,northern ireland,portugal,3,0,fifa world cup qualification,belfast,northern ireland,False,home_team,may
1957-05-01,wales,czechoslovakia,1,0,fifa world cup qualification,cardiff,wales,False,home_team,may
1957-05-05,greece,yugoslavia,0,0,fifa world cup qualification,athens,greece,False,draw,may
1957-05-08,england,republic of ireland,5,1,fifa world cup qualification,london,england,False,home_team,may
1957-05-08,scotland,spain,4,2,fifa world cup qualification,glasgow,scotland,False,home_team,may
1957-05-12,indonesia,china pr,2,0,fifa world cup qualification,jakarta,indonesia,False,home_team,may
1957-05-15,denmark,england,1,4,fifa world cup qualification,copenhagen,denmark,False,away_team,may
1957-05-19,german dr,wales,2,1,fifa world cup qualification,leipzig,german dr,False,home_team,may
1957-05-19,republic of ireland,england,1,1,fifa world cup qualification,dublin,republic of ireland,False,draw,may
1957-05-19,switzerland,scotland,1,2,fifa world cup qualification,basel,switzerland,False,away_team,may
1957-05-22,norway,bulgaria,1,2,fifa world cup qualification,oslo,norway,False,away_team,may
1957-05-24,syria,sudan,1,1,fifa world cup qualification,damascus,syria,False,draw,may
1957-05-26,austria,netherlands,3,2,fifa world cup qualification,vienna,austria,False,home_team,may
1957-05-26,czechoslovakia,wales,2,0,fifa world cup qualification,prague,czechoslovakia,False,home_team,may
1957-05-26,portugal,italy,3,0,fifa world cup qualification,oeiras,portugal,False,home_team,may
1957-05-26,spain,scotland,4,1,fifa world cup qualification,madrid,spain,False,home_team,may
1957-06-02,china pr,indonesia,4,3,fifa world cup qualification,beijing,china pr,False,home_team,june
1957-06-02,france,iceland,8,0,fifa world cup qualification,nantes,france,False,home_team,june
1957-06-05,belgium,iceland,8,3,fifa world cup qualification,brussels,belgium,False,home_team,june
1957-06-12,norway,hungary,2,1,fifa world cup qualification,oslo,norway,False,home_team,june
1957-06-16,colombia,uruguay,1,1,fifa world cup qualification,bogotá,colombia,False,draw,june
1957-06-16,czechoslovakia,german dr,3,1,fifa world cup qualification,brno,czechoslovakia,False,home_team,june
1957-06-16,greece,romania,1,2,fifa world cup qualification,athens,greece,False,away_team,june
1957-06-20,colombia,paraguay,2,3,fifa world cup qualification,bogotá,colombia,False,away_team,june
1957-06-22,canada,united states,5,1,fifa world cup qualification,toronto,canada,False,home_team,june
1957-06-23,china pr,indonesia,0,0,fifa world cup qualification,yangon,burma,True,draw,june
1957-06-23,hungary,bulgaria,4,1,fifa world cup qualification,budapest,hungary,False,home_team,june
1957-06-23,poland,russia,3,0,fifa world cup qualification,moscow,soviet union,True,home_team,june
1957-06-30,mexico,canada,3,0,fifa world cup qualification,mexico city,mexico,False,home_team,june
1957-06-30,uruguay,colombia,1,0,fifa world cup qualification,montevideo,uruguay,False,home_team,june
1957-07-03,mexico,canada,2,0,fifa world cup qualification,mexico city,mexico,False,home_team,july
1957-07-05,finland,poland,1,3,fifa world cup qualification,helsinki,finland,False,away_team,july
1957-07-06,united states,canada,2,3,fifa world cup qualification,st. louis,united states,False,away_team,july
1957-07-07,paraguay,colombia,3,0,fifa world cup qualification,asunción,paraguay,False,home_team,july
1957-07-14,paraguay,uruguay,5,0,fifa world cup qualification,asunción,paraguay,False,home_team,july
1957-07-27,finland,russia,2,1,fifa world cup qualification,moscow,soviet union,True,home_team,july
1957-07-28,uruguay,paraguay,2,0,fifa world cup qualification,montevideo,uruguay,False,home_team,july
1957-08-04,curaçao,costa rica,1,2,fifa world cup qualification,willemstad,curaçao,False,away_team,august
1957-08-15,finland,russia,0,10,fifa world cup qualification,helsinki,finland,False,away_team,august
1957-09-01,iceland,france,1,5,fifa world cup qualification,reykjavík,iceland,False,away_team,september
1957-09-04,iceland,belgium,2,5,fifa world cup qualification,reykjavík,iceland,False,away_team,september
1957-09-11,netherlands,luxembourg,5,2,fifa world cup qualification,rotterdam,netherlands,False,home_team,september
1957-09-15,bulgaria,hungary,1,2,fifa world cup qualification,sofia,bulgaria,False,away_team,september
1957-09-22,chile,bolivia,2,1,fifa world cup qualification,santiago,chile,False,home_team,september
1957-09-25,netherlands,austria,1,1,fifa world cup qualification,amsterdam,netherlands,False,draw,september
1957-09-25,wales,german dr,4,1,fifa world cup qualification,cardiff,wales,False,home_team,september
1957-09-29,bolivia,chile,3,0,fifa world cup qualification,la paz,bolivia,False,home_team,september
1957-09-29,luxembourg,austria,0,3,fifa world cup qualification,luxembourg,luxembourg,False,away_team,september
1957-09-29,romania,yugoslavia,1,1,fifa world cup qualification,bucharest,romania,False,draw,september
1957-10-02,denmark,republic of ireland,0,2,fifa world cup qualification,copenhagen,denmark,False,away_team,october
1957-10-06,bolivia,argentina,2,0,fifa world cup qualification,la paz,bolivia,False,home_team,october
1957-10-13,chile,argentina,0,2,fifa world cup qualification,santiago,chile,False,away_team,october
1957-10-20,argentina,chile,4,0,fifa world cup qualification,buenos aires,argentina,False,home_team,october
1957-10-20,mexico,costa rica,2,0,fifa world cup qualification,mexico city,mexico,False,home_team,october
1957-10-20,poland,russia,2,1,fifa world cup qualification,chorzów,poland,False,home_team,october
1957-10-27,argentina,bolivia,4,0,fifa world cup qualification,avellaneda,argentina,False,home_team,october
1957-10-27,belgium,france,0,0,fifa world cup qualification,brussels,belgium,False,draw,october
1957-10-27,costa rica,mexico,1,1,fifa world cup qualification,san josé,costa rica,False,draw,october
1957-10-27,german dr,czechoslovakia,1,4,fifa world cup qualification,leipzig,german dr,False,away_team,october
1957-11-03,bulgaria,norway,7,0,fifa world cup qualification,sofia,bulgaria,False,home_team,november
1957-11-03,poland,finland,4,0,fifa world cup qualification,warsaw,poland,False,home_team,november
1957-11-03,romania,greece,3,0,fifa world cup qualification,bucharest,romania,False,home_team,november
1957-11-06,scotland,switzerland,3,2,fifa world cup qualification,glasgow,scotland,False,home_team,november
1957-11-10,hungary,norway,5,0,fifa world cup qualification,budapest,hungary,False,home_team,november
1957-11-10,yugoslavia,greece,4,1,fifa world cup qualification,belgrade,yugoslavia,False,home_team,november
1957-11-17,yugoslavia,romania,2,0,fifa world cup qualification,belgrade,yugoslavia,False,home_team,november
1957-11-24,poland,russia,0,2,fifa world cup qualification,leipzig,german dr,True,away_team,november
1957-11-24,switzerland,spain,1,4,fifa world cup qualification,lausanne,switzerland,False,away_team,november
1957-12-22,italy,portugal,3,0,fifa world cup qualification,milan,italy,False,home_team,december
1958-01-15,israel,wales,0,2,fifa world cup qualification,ramat gan,israel,False,away_team,january
1958-01-15,northern ireland,italy,2,1,fifa world cup qualification,belfast,northern ireland,False,home_team,january
1958-02-05,wales,israel,2,0,fifa world cup qualification,cardiff,wales,False,home_team,february
1958-06-08,argentina,germany,1,3,fifa world cup,malmö,sweden,True,away_team,june
1958-06-08,austria,brazil,0,3,fifa world cup,uddevalla,sweden,True,away_team,june
1958-06-08,czechoslovakia,northern ireland,0,1,fifa world cup,halmstad,sweden,True,away_team,june
1958-06-08,england,russia,2,2,fifa world cup,gothenburg,sweden,True,draw,june
1958-06-08,france,paraguay,7,3,fifa world cup,norrköping,sweden,True,home_team,june
1958-06-08,hungary,wales,1,1,fifa world cup,sandviken,sweden,True,draw,june
1958-06-08,scotland,yugoslavia,1,1,fifa world cup,västerås,sweden,True,draw,june
1958-06-08,sweden,mexico,3,0,fifa world cup,solna,sweden,False,home_team,june
1958-06-11,argentina,northern ireland,3,1,fifa world cup,halmstad,sweden,True,home_team,june
1958-06-11,austria,russia,0,2,fifa world cup,borås,sweden,True,away_team,june
1958-06-11,brazil,england,0,0,fifa world cup,gothenburg,sweden,True,draw,june
1958-06-11,czechoslovakia,germany,2,2,fifa world cup,helsingborg,sweden,True,draw,june
1958-06-11,france,yugoslavia,2,3,fifa world cup,västerås,sweden,True,away_team,june
1958-06-11,mexico,wales,1,1,fifa world cup,solna,sweden,True,draw,june
1958-06-11,paraguay,scotland,3,2,fifa world cup,norrköping,sweden,True,home_team,june
1958-06-12,sweden,hungary,2,1,fifa world cup,solna,sweden,False,home_team,june
1958-06-15,argentina,czechoslovakia,1,6,fifa world cup,helsingborg,sweden,True,away_team,june
1958-06-15,austria,england,2,2,fifa world cup,borås,sweden,True,draw,june
1958-06-15,brazil,russia,2,0,fifa world cup,gothenburg,sweden,True,home_team,june
1958-06-15,france,scotland,2,1,fifa world cup,örebro,sweden,True,home_team,june
1958-06-15,germany,northern ireland,2,2,fifa world cup,malmö,sweden,True,draw,june
1958-06-15,hungary,mexico,4,0,fifa world cup,sandviken,sweden,True,home_team,june
1958-06-15,paraguay,yugoslavia,3,3,fifa world cup,eskilstuna,sweden,True,draw,june
1958-06-15,sweden,wales,0,0,fifa world cup,solna,sweden,False,draw,june
